"id","owner","secret","server","farm","title","ispublic"
"15583992010","36183392@N08","6284bb3f55","7582",8,"From my window",1
"15514976937","128324008@N05","d1a1f1f2cd","7497",8,"View O'top Grossmunster Church",1
"15676408576","128324008@N05","871c47504b","3947",4,"Birds",1
"15410777015","77116378@N03","77d1e16b2c","3931",4,"Faune Lac de Vaivre",1
"15224184018","77116378@N03","b56a09aff4","3929",4,"Faune Lac de Vaivre",1
"15224248657","77116378@N03","a7460532f4","2942",3,"Lac de Vaivre",1
"15410774765","77116378@N03","1fd3ecb1e8","3928",4,"Lac de Vaivre",1
"15387735846","77116378@N03","84fbafbdb2","2947",3,"Lac de Vaivre",1
"15224098000","77116378@N03","015378bb3a","2947",3,"Lac de Vaivre",1
"15387734426","77116378@N03","a6ba65a955","2942",3,"Lac de Vaivre",1
"15224021089","77116378@N03","e394009d34","3931",4,"Lac de Vaivre",1
"15224020409","77116378@N03","5b1d0d6e4f","3928",4,"Lac de Vaivre",1
"15410770175","77116378@N03","1aa4c12493","3928",4,"Faune Lac de Vaivre",1
"15224177178","77116378@N03","229df74634","3928",4,"Faune Lac de Vaivre",1
"15224176178","77116378@N03","87c7248e12","3929",4,"Faune Lac de Vaivre",1
"15224240327","77116378@N03","9c3c2327f7","2948",3,"Faune Lac de Vaivre",1
"15203218017","79739236@N08","ba7e797d99","3837",4,"in klein",1
"15356288801","98708769@N06","acccdcbeba","3889",4,"Das Naturhotel Chesa Valisa****",1
"15128333561","100151434@N06","8cb045178b","5586",6,"Vierwaldstättersee",1
"15050155971","28026087@N07","14f49d30b2","5587",6,"..candle in the..mountain..",1
"14914714862","96907699@N06","ca8225026d","3855",4,"Esra iphone 4 fotograflari",1
"14728512657","96907699@N06","20dc48a79e","3885",4,"Esra iphone 4 fotograflari",1
"14911062085","93501325@N04","b5fec809d1","3835",4,"Zermatt evening",1
"14911061155","93501325@N04","97c050351b","3909",4,"The Matterhorn over Zermatt",1
"14901478172","66296731@N07","69534ec888","3855",4,"1978-06-25, CFF, Genève La Praille",1
"14715217278","66296731@N07","9e20e26ac1","3836",4,"1978-04-20, Basel, Bahnhof SBB",1
"14887768992","63965537@N06","39a062730e","5585",6,"Cloudy day in Zürich",1
"14581329599","125736049@N06","8e303e4e65","3887",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581262870","125736049@N06","190292bb24","3840",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14767968155","125736049@N06","4856aed40d","3872",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14764798621","125736049@N06","597cee093d","2907",3,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14764798451","125736049@N06","ac6c79e170","3869",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581262170","125736049@N06","eb8a423a29","5580",6,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581253050","125736049@N06","2e35dcc94a","5566",6,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14787827733","125736049@N06","4e620c9ec7","5555",6,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14765603404","125736049@N06","3e80ccb964","5565",6,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14787827193","125736049@N06","30471af457","3865",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14767957375","125736049@N06","ff2cc35fca","5591",6,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581497087","125736049@N06","06d09613a9","3873",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581318849","125736049@N06","6198588ab3","3872",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14767956435","125736049@N06","c98bf19bf9","2940",3,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581496007","125736049@N06","0467e2bb6e","2907",3,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581495277","125736049@N06","dd65f7ef9d","2922",3,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581317259","125736049@N06","359e77d8ff","3883",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581493887","125736049@N06","eba6a324ec","3906",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14744950666","125736049@N06","2839fe04d1","2896",3,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14581485097","125736049@N06","611966940f","2938",3,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14787814113","125736049@N06","5504bc6ce3","3907",4,"GEO X Plenary and Geneva Ministerial Summit - January 2014",1
"14735168206","62275744@N00","428781a08a","5575",6,"Urban Architektur",1
"14638420535","82621468@N03","1c04aa790c","3865",4,"DSC_0156",1
"14605081813","76980953@N03","06282c27c7","5521",6,"",1
"14371650407","95990725@N05","929ebc8a94","5490",6,"IMG_2439",1
"14252953277","124719849@N06","da65984cf9","3854",4,"Fiume Frodolfo",1
"14439363385","124719849@N06","fffb48b2f0","2910",3,"Ponte Combo - Bormio",1
"14435982661","124719849@N06","699e722097","5502",6,"Trying Samyang fisheye 8 mm",1
"14252710450","124719849@N06","332e52bdc7","5552",6,"Strange weather",1
"14409826984","80074827@N06","dbe70fd479","5034",6,"",1
"14120041589","50095444@N04","b3578e2891","3696",4,"walk the trail",1
"14273485673","66296731@N07","97f9d031a3","2906",3,"1980-06-30, CFF, Bellinzona, Ae 4/6 10810",1
"14241399503","35912458@N00","1b3f49d2d0","5191",6,"Automate à Fondue + Raclette",1
"14217911441","35912458@N00","b38a5b82d0","2913",3,"Automate à Fondue + Raclette",1
"13971832198","104592075@N06","af0d208060","5159",6,"Gsohl, Hohenems, Vorarlberg",1
"14151950651","66296731@N07","813c560485","7323",8,"1977-08, MOB, Flendruz",1
"13968615629","66296731@N07","5bf07d758e","7318",8,"1978-05-21, AOMC/ASD, Collombey (VS)",1
"14094196066","62275744@N00","854a675726","2936",3,"Truck",1
"14124133383","8070463@N03","021aef72e4","5189",6,"Wolf profile portrait",1
"14099609414","77561665@N00","74856209dc","7063",8,"Engelberg, CH",1
"14099608024","77561665@N00","5128bab20c","7309",8,"Engelberg, CH",1
"14091559192","8070463@N03","2d8764f4b8","5075",6,"Profile of a wolf walking",1
"13895439569","8070463@N03","7ae21cdbca","7383",8,"Puffin in action",1
"14044549894","33419093@N04","d9069ed034","5236",6,"IMG_20140116_181126",1
"14040903422","33419093@N04","3bbd38cbdd","7101",8,"IMG_20140116_181217",1
"14064125583","33419093@N04","f0094f17c1","2905",3,"IMG_20140117_181731",1
"14020968736","33419093@N04","9f35e90c89","2929",3,"IMG_20140117_181827",1
"13998754986","68121195@N00","ea8487e4bb","7230",8,"IMG_4138",1
"14018662942","68121195@N00","3d631f0e90","5119",6,"IMG_4139",1
"14022316234","68121195@N00","edbd006f6b","5568",6,"IMG_4140",1
"14041866593","68121195@N00","d6ce38c5e0","5307",6,"IMG_4141",1
"14021861725","68121195@N00","5c2772fa23","7035",8,"IMG_4142",1
"13886677363","83457042@N00","5250884198","7060",8,"Winter Morning Myst in the forest",1
"13863354013","83457042@N00","32f90a3675","3705",4,"Swiss Chalet in the snow",1
"13838829385","83457042@N00","22b94552ac","7355",8,"Silhouttes in the fog",1
"13826391323","50095444@N04","3420957734","7335",8,"Trubsee Panorama",1
"13769111174","66296731@N07","ca057e24e8","2891",3,"1995-08, Zürich, Bahnhofstrasse (Bürkliplatz)",1
"13734075454","62275744@N00","f3cf3bec4f","3674",4,"Lasta Bus",1
"13733710563","62275744@N00","11cf6c8047","3710",4,"Setra",1
"13727293585","35134662@N08","22ac73fd67","5589",6,"Going back home",1
"13705864113","66296731@N07","8003fa51d0","2898",3,"1978-04-04, Genève, Rue du Conseil-Général",1
"13705804723","66296731@N07","448463488a","3677",4,"1980-05-10, GFM, Palézieux",1
"13610539405","39225635@N08","3ef6c0df92","7400",8,"US_2583384",1
"13515086493","31761028@N02","288ac7ed0f","7152",8,"Frimousse",1
"13484088133","67339458@N08","f505b9a6ef","7313",8,"Dr. House knows why :-D #whiteboard...",1
"13484086483","67339458@N08","a0859b6309","3819",4,"Themen recherchieren, Kategorien erstellen, Inhalte strukturieren... Synapsentraining!",1
"13484084923","67339458@N08","7c41e88fa6","3699",4,"Spannend. Unsere erste vollständige Contentstrategie entsteht.",1
"13484082993","67339458@N08","0b8c69ca25","7226",8,"Kunst beginnt auf dem Teller. Guten...",1
"13484341234","67339458@N08","e9d58dbacb","2907",3,"We wish luck to all the...",1
"13483980505","67339458@N08","c793ca059a","2855",3,"Bon appetit! #mahlzeit",1
"13484078353","67339458@N08","1c25512b1e","3764",4,"Also a kind of art! #dentist",1
"13484074943","67339458@N08","0c02c8ef83","3756",4,"One O of the 500 likes...",1
"13484332294","67339458@N08","af2802b2ae","7442",8,"Just found this at a friends...",1
"13446927813","50095444@N04","7fb94f8653","2939",3,"The Horn",1
"13432280263","47917770@N04","37fe7c6e52","2892",3,"InstaShoot",1
"13379556093","62275744@N00","3f8572e33f","7404",8,"Setra",1
"13339108863","25261825@N00","86a8f19e49","2821",3,"",1
"13328474505","62275744@N00","ed8869b17a","2822",3,"Urban shoping",1
"13268450405","50095444@N04","e82538029f","7261",8,"Zurich View from Quaibrücke",1
"13228024804","21876032@N02","60d2884d2c","7202",8,"IMG_4248",1
"13228024114","21876032@N02","a1b638bf92","3713",4,"IMG_4250",1
"13227705555","21876032@N02","218a7892da","3775",4,"IMG_4255",1
"13228022994","21876032@N02","39ff0f5490","7304",8,"IMG_4256",1
"13228022574","21876032@N02","1793db0af7","3700",4,"IMG_4257",1
"13227845803","21876032@N02","32dc2c5511","3714",4,"IMG_4261",1
"13228021494","21876032@N02","2be914bd5b","3696",4,"IMG_4263",1
"13227702475","21876032@N02","508642497f","7300",8,"IMG_4270",1
"13202376685","56586021@N02","5ab428f024","3732",4,"River Limmat in Zürich by night",1
"13169276753","50095444@N04","b611b52354","3795",4,"Schlosskirche from Under",1
"13169423274","50095444@N04","2c78b82f28","2192",3,"Hotel Savoy",1
"13148898154","41346951@N05","447eb56b36","2139",3,"Greed...",1
"13143369094","8939386@N08","cb205c4d4a","2159",3,"Indications",1
"13095902713","66296731@N07","fd4710a8e7","3762",4,"1977-08, BLS/CFF, Lausanne",1
"13061251893","50095444@N04","0c213db10d","2184",3,"Schlosskirche Interlaken",1
"13055077163","8939386@N08","8573fe34e4","7295",8,"",1
"13044595795","20696814@N02","70b04df651","3471",4,"20140120-201956-iphone-vasile-IMG_1115",1
"13044524525","20696814@N02","2850eb9b18","3755",4,"20140118-192419-iphone-vasile-IMG_1092",1
"13044801314","20696814@N02","a4c325c844","7307",8,"20140117-144907-iphone-vasile-IMG_1078",1
"13044443575","20696814@N02","b270e3d0e9","3606",4,"20140116-195755-iphone-vasile-IMG_1074",1
"13044780644","20696814@N02","caa8ef901c","7359",8,"20140116-175650-iphone-vasile-IMG_1073",1
"13044406995","20696814@N02","a6a47aecac","3354",4,"20140115-084001-iphone-vasile-IMG_1065",1
"13035653593","50095444@N04","5d027cd6aa","7458",8,"moody face with eyeglasses | cloud shape",1
"12990328414","50095444@N04","76cb2e096d","3769",4,"Höhematte",1
"12976578584","72619729@N00","cdee8561ce","3612",4,"Safe water.",1
"12976075274","72619729@N00","c2e1faf883","7334",8,"Elisa",1
"12971839823","50095444@N04","58260f508f","7358",8,"Jungfraujoch Top of Europe",1
"12955572103","21137312@N08","131ff07137","7371",8,"Femme1",1
"12955852464","21137312@N08","520fa4cb27","7433",8,"ZebraNumber1",1
"25823539742","34879652@N06","cdfda7fcb9","1595",2,"C O C K P I T",1
"24980802656","92992074@N07","f05297f9a9","1607",2,"9A-CQD",1
"23002304283","92992074@N07","d1e8fef019","769",1,"4L-GAA",1
"16417341824","7620023@N06","4abae22983","8783",9,"Charmey - les bains de la Guryère (3)",1
"15932128133","9635484@N05","26cdbf217e","8614",9,"Vanishing",1
"16310390471","34879652@N06","9193b7719a","8593",9,"Two ship inbound",1
"16285597716","34879652@N06","6c44c098be","8572",9,"Swiss F/A-18C Hornet - J-5016",1
"16086922760","125618312@N06","14a3e4c938","8602",9,"20140126_016",1
"16045526077","9635484@N05","48d2b28590","8676",9,"Kind of blue",1
"16043581180","94405244@N03","8432d145d8","7504",8,"Wintersports",1
"16207974405","23215561@N05","92e3783940","7496",8,"Verschwundener Nebel",1
"16109770002","56390222@N02","d8c015d60f","7480",8,"Zurich Central Station",1
"15795004881","54236650@N03","3356697428","5607",6,"Geometry",1
"15503855079","60540501@N07","7bea925f5a","3943",4,"SE-RKL Gulfstream G550 of Skandinaviska Enskilda Banken AB/SAAB AB",1
"15333329997","34879652@N06","8d2757a7d1","3940",4,"Hornet going hot",1
"15154751650","34879652@N06","4930e91c10","3907",4,"Hornets",1
"14878474313","68216750@N02","6f62a32496","5593",6,"Winter in Montreux - Switzerland",1
"14671837520","68216750@N02","3d5745a2c3","3856",4,"Winter in Montreux - Switzerland",1
"14812360702","34879652@N06","fc17062ee5","5579",6,"Two ship take off",1
"14809604354","34879652@N06","8b472fae77","2933",3,"Swiss Air Force F-5E Tiger II - J-3074",1
"14617462558","34879652@N06","841aedbcc8","3849",4,"Hornets",1
"14537432295","34879652@N06","d9c1321867","5571",6,"Swiss F/A-18C Hornet",1
"25314864333","34879652@N06","d75787ccfe","1704",2,"Patrouille Suisse T I G E R",1
"25287354623","34879652@N06","c41899bfff","1693",2,"T I G E R",1
"25709156142","34879652@N06","a84dd5bcdd","1527",2,"G O I N G",1
"25716989551","34879652@N06","c12eac8f9c","1672",2,"Swiss Air Force F/A-18C Hornet",1
"25179316711","94663971@N06","32abd366d6","1666",2,"Switzerland St. Niklaus Chalet",1
"24065040013","97804273@N03","f159db7722","1679",2,"#ShotOniPhone #iPhoneography #ShotoniPhone5 #Thailand #PhiPhiIsland #Travel #Leisure #Vacation #Beautiful #Sand #Beach #Turquoise #Water",1
"24171027500","126642405@N08","9478b5e502","1474",2,"Chesa Christoli",1
"23727038382","92992074@N07","1a9a48208b","5781",6,"N524EA",1
"23752946481","92992074@N07","a94138bdbe","713",1,"CS-DXX",1
"23727034592","92992074@N07","eb015f5e14","5622",6,"CS-DXN",1
"23333685570","92992074@N07","2d85590087","620",1,"PH-BXC",1
"23520199752","92992074@N07","ae617d88af","756",1,"N999NB",1
"23520198082","92992074@N07","a11e69543b","5632",6,"E7-AAE",1
"23546362311","92992074@N07","474c0a7ec1","669",1,"HB-IJU",1
"23359644882","136548212@N04","9ae6965f1f","5710",6,"Boule de feu",1
"23468158745","136548212@N04","a5009af31d","5790",6,"Feu sur Neige",1
"22313349385","34879652@N06","8691a27a20","675",1,"Swiss F/A-18C Hornet - J-5018",1
"22222866072","7520248@N04","6dbecd5d51","605",1,"",1
"22222863212","7520248@N04","3f77b9081f","5750",6,"",1
"22047904038","7520248@N04","6f28b133a7","605",1,"",1
"22235656355","7520248@N04","91e030eb81","753",1,"",1
"22048779979","7520248@N04","6f1d77c11e","616",1,"",1
"22222845482","7520248@N04","6291cb523d","5776",6,"",1
"22048767779","7520248@N04","8d48805c7f","574",1,"",1
"22047879578","7520248@N04","3d06f769c5","737",1,"",1
"22200712885","7620023@N06","96f2cc4aa4","773",1,"Yverdon-les-Bains, Suisse",1
"21577943614","7620023@N06","2cb9bd6373","5635",6,"Yverdon-les-Bains, Suisse",1
"22012644870","7620023@N06","41753f6f0b","662",1,"Yverdon-les-Bains, Suisse",1
"22012643120","7620023@N06","31e5c68359","5710",6,"Yverdon-les-Bains, Suisse",1
"22028541062","76500215@N08","9c43250a75","655",1,"Long Rush",1
"21900419126","63965537@N06","fc1e288a11","5755",6,"Birdie",1
"21286229338","89584359@N03","9718eab2b1","5655",6,"DSC09691",1
"21286225228","89584359@N03","768ecb53df","584",1,"DSC09689",1
"20912847831","95310855@N03","44e9e19098","5802",6,"Cerec - studiodotesio",1
"20708731665","25120369@N07","92af6daa12","570",1,"Chiavenna",1
"20139666255","90754952@N06","771e269426","461",1,"2014-01-27 16.56.30",1
"19489475634","90754952@N06","5c9ee6d01d","477",1,"2014-01-23 10.20.38",1
"19896944525","92827876@N03","d5aea2c9e0","432",1,"",1
"19233724166","58505086@N00","184a556d44","3888",4,"2014-01-26 16.13.39",1
"18812740440","82667562@N00","01783e6e68","3898",4,"20140124_135336",1
"18812778638","82667562@N00","89e109f2e0","480",1,"20140125_130214",1
"18974198356","82667562@N00","e7b8cb93d1","3862",4,"20140125_130217",1
"19003475081","82667562@N00","beaa1167c7","457",1,"20140125_130235",1
"17766606316","34845195@N06","585b87050c","7669",8,"One by One, Their Seats Were Emptied",1
"17462510110","34879652@N06","101d7209e9","5341",6,"Sunset Hornet",1
"17106726118","101619921@N05","11791fdc45","8795",9,"",1
"16674245423","101619921@N05","bfea97b534","7675",8,"",1
"17294005831","101619921@N05","544008e3eb","7717",8,"",1
"17292666162","101619921@N05","1712b3cf42","7703",8,"",1
"17294005161","101619921@N05","839f8e58a7","7705",8,"",1
"17108287889","101619921@N05","f8d5e6c4d2","8816",9,"",1
"17106943700","101619921@N05","ff14750bec","7673",8,"",1
"17108286949","101619921@N05","ed722ebc94","7695",8,"",1
"17087043187","101619921@N05","0bb7a40b57","7697",8,"",1
"17052944669","78891797@N02","32636a7cc3","7660",8,"IMG_0003 am Greifensee",1
"17196574825","62618532@N05","30d9f4c3c3","8687",9,"Thunersee",1
"17111195676","95249135@N06","1cac9e2540","7600",8,"Rayons célestes",1
"17094513662","91792621@N04","26a036f6f1","8820",9,"",1
"16908243548","91792621@N04","bea3c1d2b4","7643",8,"",1
"16888633427","91792621@N04","ffd9da6f38","8827",9,"",1
"16908241438","91792621@N04","f7c59e08aa","7721",8,"",1
"16475870583","91792621@N04","c2a4cd2481","8819",9,"",1
"16419636143","7620023@N06","bbdb24c84f","7711",8,"Romont - Musée du Vitrail (2)",1
"16832381367","7620023@N06","868a158c36","7588",8,"Romont - Musée du Vitrail (5)",1
"16851994718","7620023@N06","39cd5a9505","8767",9,"Romont - Musée du Vitrail (7)",1
"16417351334","7620023@N06","67d741a60f","7612",8,"Romont - Musée du Vitrail (8)",1
"16832377387","7620023@N06","7d16783370","8801",9,"Romont - Musée du Vitrail (9)",1
"17038337182","7620023@N06","4c89d74162","7589",8,"Romont - Musée du Vitrail (10)",1
"17013786346","7620023@N06","ced550dbe0","7629",8,"Romont - Musée du Vitrail (11)",1
"16417344514","7620023@N06","90bd9ae89e","8815",9,"Romont - Musée du Vitrail (1)",1
"16419622513","7620023@N06","8fec1117e6","7670",8,"Bulle",1
"15965756164","56788082@N07","178c9b0da8","8644",9,"4L8A0854",1
"16353073810","116313234@N05","1f8c0e7692","8566",9,"Tour du Diable, Mulhouse",1
"16320292128","9398619@N02","852d7785fa","7339",8,"Blüte in weiss #white #flower",1
"16489833222","22991176@N02","113ededa20","7405",8,"Un sac qui a voyage",1
"16416431455","35610415@N06","310ef90244","7427",8,"IMG_2531_BARBATTI",1
"15692063743","34879652@N06","90726771aa","7547",8,"Sion airport",1
"16165254121","35895547@N00","222f146e40","7520",8,"IMG_8342",1
"15934366740","77116378@N03","84f8079b11","8654",9,"Divers voitures",1
"15391438503","58169151@N02","4542fe5382","8571",9,"#dailywalk in #Sierre - FROZEN LAKE #Wallis #Valais #Schweiz",1
"15934408361","79739236@N08","f666dc8b0c","7543",8,"Schienen",1
"15747203459","63246437@N00","2eb56ac372","7496",8,"Stereo_DSC_1268_1269",1
"15737656587","129008062@N06","a016e9358a","7495",8,"Umweltarena Spreitenbach",1
"15280075694","63965537@N06","75268964cc","7582",8,"Mountain Valley",1
"15182126313","39034650@N03","6fd0f34f85","7483",8,"Portrait à Genève",1
"15616131908","39034650@N03","d8b167c78f","7547",8,"Portrait à Genève",1
"15616361467","39034650@N03","2d268f30de","8658",9,"Portrait à Genève",1
"15182079743","39034650@N03","8a603f040f","7511",8,"Portrait à Genève",1
"15615595579","39034650@N03","13c4742d65","7530",8,"Portrait à Genève",1
"15181411074","39034650@N03","bb2a99a1e2","5605",6,"Portrait à Genève",1
"15781918315","52832693@N07","fd1600a57b","8121",9,"47.0013;8.7727;160",1
"15574355928","126526146@N04","cbb819e635","3946",4,"Gem 4/4 802 und Xrot mt 95403 im Bahnhof Pontresina",1
"15139812754","126526146@N04","6614d90193","7552",8,"Xrot mt 95403 in Pontresina",1
"15518680050","60540501@N07","25bae6947a","7568",8,"WEF 2014",1
"15703499605","60540501@N07","283a31bea2","7553",8,"Zurich Airport",1
"15705081072","60540501@N07","38d30892d6","7565",8,"WEF 2014",1
"15514637850","60540501@N07","bb8d45ff3f","7480",8,"HB-JMK Airbus A340-313X of Swiss International Air Lines",1
"15697541661","60540501@N07","ce7bc17958","5600",6,"WEF 2014",1
"15701041012","60540501@N07","1933510bbf","7567",8,"HB-JHG Airbus A330-343E of Swiss International Air Lines",1
"15513576929","60540501@N07","4d79062710","5603",6,"HB-JHH Airbus A330-343E of Swiss International Air Lines",1
"15699439825","60540501@N07","b1563b15c7","3956",4,"HB-JHA Airbus A330-343E of Swiss International Air Lines",1
"15513575869","60540501@N07","45d3dfe55b","5606",6,"WEF 2014",1
"15511668400","60540501@N07","bd9247b540","7573",8,"HB-ZOL Eurocopter EC.155B1 Dauphin II of Heli-Link",1
"15698072372","60540501@N07","e51b5e7d5e","7540",8,"T-332 Aerospatiale AS.532UL Cougar of the Swiss Air Force",1
"15672760096","60540501@N07","25523f95c4","3955",4,"HB-ZMB Eurocopter EC.130B4 of Heli Alps",1
"15510661928","60540501@N07","38a4a9a4a0","5605",6,"HB-IJR Airbus A320-214 of Swiss International Air Lines",1
"15076094714","60540501@N07","2c5b541df7","5602",6,"HB-IJP Airbus A320-214 of Swiss International Air Lines",1
"15511241810","60540501@N07","c0155f9a95","3956",4,"HB-IJX Airbus A320-214 of Swiss International Air Lines",1
"15510853557","60540501@N07","df05aeae80","5602",6,"HB-IPY Airbus A319-112 of Swiss International Air Lines",1
"15672331606","60540501@N07","d40a0e88c1","7507",8,"HB-IOQ Airbus A320-214 of Belair/Air Berlin",1
"15696040215","60540501@N07","3f21f82847","3956",4,"HB-JOY Airbus A319-112 of Belair/Air Berlin",1
"15697641972","60540501@N07","cf3bfef66f","3955",4,"HB-IOR Airbus A320-214 of Belair/Air Berlin",1
"15076696513","60540501@N07","9b297f8b84","8598",9,"HB-JLQ Airbus A320-214 of Swiss International Air Lines",1
"15510850707","60540501@N07","90db94d400","3939",4,"HB-JLT Airbus A320-214SL of Swiss International Air Lines",1
"15696038205","60540501@N07","7332607f7f","3955",4,"HB-IOX Airbus A319-112 of Belair/Air Berlin",1
"15672328536","60540501@N07","22a6f080db","7539",8,"HB-IOS Airbus A320-214 of Belair/Air Berlin",1
"15076694613","60540501@N07","bbae0cde84","5613",6,"HB-IOS Airbus A320-214 of Belair/Air Berlin",1
"15696238882","60540501@N07","d3c057aeab","3949",4,"XC-LMF Gulfstream G450 of the Mexican Navy",1
"15696238222","60540501@N07","05f277dd4a","3950",4,"XC-LMF Gulfstream G450 of the Mexican Navy",1
"15694636225","60540501@N07","0566df03e2","7463",8,"XC-LMF Gulfstream G450 of the Mexican Navy",1
"15670925966","60540501@N07","1a0ef3a94f","7480",8,"HB-JVK Airbus A319-112 of Helvetic Airways",1
"15507707729","60540501@N07","5992b4c11f","7526",8,"VP-CLR Boeing 737-7EM(BBJ)(WL) of LUK Aviation",1
"15073629694","60540501@N07","31d400f55f","3941",4,"UR-86528 Ilyushin IL-62M of the Ukraine Air Enterprise/Ukrainian Government",1
"15074220453","60540501@N07","a9379f0a72","5613",6,"UR-HBD Beech 350 King Air of Aerostar Airlines",1
"15691654421","60540501@N07","11734ab10c","3947",4,"ZE700 British Aerospace 146 CC.2 of the Royal Air Force",1
"15669859596","60540501@N07","9396d209e8","3941",4,"VQ-BDD Airbus A318-112 of the Jordanian Government",1
"15507704259","60540501@N07","a892aa303c","3954",4,"VQ-BDD Airbus A318-112 of the Jordanian Government",1
"15504523447","60540501@N07","a4c5cb385e","3955",4,"S5-ADE Bombardier Challenger 300 of Elitavia",1
"15503854689","60540501@N07","4d7a3631a4","5599",6,"TC-KHB Gulfstream G450 of Gozen Air Services/Korfezhavacilik Turizm",1
"15504522337","60540501@N07","d32be33f95","3941",4,"WEF 2014",1
"15689715485","60540501@N07","9dacff2816","3945",4,"TC-ATA Gulfstream IV of the Turkish Government",1
"15504908140","60540501@N07","075b4ce1e6","7468",8,"TC-ATA Gulfstream IV of the Turkish Government",1
"15504907900","60540501@N07","1d8eb68a1c","7483",8,"TS-INV Canadair CL604 Challenger of Karthargo Private Jet",1
"15509616056","79739236@N08","6c63025b0c","3956",4,"",1
"15342859188","88952305@N08","0d6a7a2aee","3943",4,"U-61",1
"14908610974","88952305@N08","b42069464f","3927",4,"HB-HOI",1
"15529356692","88952305@N08","4f473b5346","3947",4,"A-801",1
"14908607224","88952305@N08","8fc8e8cabb","3948",4,"C-497",1
"15342852188","88952305@N08","e68a32bafb","3929",4,"X-HB-VAD",1
"15526318771","88952305@N08","aae9b81325","3953",4,"J-1153",1
"15342996610","88952305@N08","904b1e5fbf","5604",6,"A-801",1
"15342847108","88952305@N08","2ab57d1d02","3954",4,"HB-GAC",1
"14908606813","88952305@N08","4abdc5aacd","3944",4,"D-101",1
"15342800759","88952305@N08","0c32210d0d","5606",6,"A-901",1
"14908601003","88952305@N08","2eb1ca5c6f","3939",4,"C-497",1
"15342984910","88952305@N08","2d8a151665","5611",6,"A-713",1
"14908589544","88952305@N08","02fa8f814f","5597",6,"AD-04",1
"15342834408","88952305@N08","d115bfca97","3956",4,"A-713",1
"15342832778","88952305@N08","478ba73f88","3934",4,"V-49",1
"15342966817","88952305@N08","4d84c365ee","3954",4,"U-1224",1
"15526297091","88952305@N08","b986ea6932","5609",6,"U-134",1
"15529325472","88952305@N08","7a78acb1b4","5606",6,"J-3013",1
"15526058761","88952305@N08","f423616c51","3932",4,"J-4001",1
"15526055871","88952305@N08","cfed11d910","5614",6,"V-49",1
"15342473570","88952305@N08","9345175800","5607",6,"A-51",1
"15342554348","88952305@N08","1709bb8958","5614",6,"640",1
"15529212895","88952305@N08","c9e5a1853b","5612",6,"KAB-202",1
"15342303149","88952305@N08","64ed5fe95d","3932",4,"V-23",1
"15526040961","88952305@N08","1d6e27365e","5613",6,"A-251",1
"15529204605","88952305@N08","4e87ae8bac","5615",6,"C-534",1
"15342294349","88952305@N08","58eb570abb","3932",4,"459",1
"15526032801","88952305@N08","559c0f84ed","3942",4,"331",1
"15529197725","88952305@N08","caebe914ea","3949",4,"J-355",1
"15342533828","88952305@N08","b3d8f0bb61","3956",4,"C-534",1
"15342530978","88952305@N08","d9ba992188","3938",4,"A-100",1
"15342443140","88952305@N08","a93cfdde68","3937",4,"J-2113",1
"15526020121","88952305@N08","af67bb981e","5613",6,"653",1
"15342523828","88952305@N08","419a7a7314","3945",4,"A-209",1
"15342436970","88952305@N08","89b1a19781","5604",6,"A-209",1
"15342274719","88952305@N08","7c331ce942","3928",4,"J-4152",1
"15333529940","34879652@N06","6e5c2d7a04","3935",4,"Swiss Air Force F/A-18C Hornet",1
"15333497097","34879652@N06","6043926116","5611",6,"Swiss F-5E Tiger II",1
"15299850417","79739236@N08","9f1e77b6cf","5615",6,"SOB Südostbahn",1
"15139838072","13164819@N06","10ce62578d","3846",4,"",1
"14972817182","126510249@N02","95faf9cc12","3906",4,"Lugano by Night",1
"14906333425","30615444@N08","7604967065","5561",6,"Swine Punch",1
"14699415299","63965537@N06","f4d912cc09","3864",4,"Old town of Zürich",1
"14905922383","63965537@N06","41eeca4a76","5569",6,"Zürich from Waidberg",1
"14812446715","34879652@N06","2f0209426d","5596",6,"Hornet",1
"14832221313","34879652@N06","d556d486d1","2936",3,"Tiger heading back",1
